area,delivery_eta,discount_pct,error,in_stock,mrp,pincode,product_name,scanned_at,selling_price,store_lat,store_lng,store_name
Wagle Industrial Estate,4 min,41.1,,True,2599.0,400604,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T13:59:49.072421,1532.0,19.19617471,72.94593367,MUM-WAGHLE ESTATE
Charkop,12 min,43.2,,False,2699.0,400067,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:00:03.929199,1532.0,19.20472507,72.82723531,MUM-Kandivali West New
Orlem,5 min,43.2,,False,2699.0,400064,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:00:21.765102,1532.0,19.18963269,72.83888913,MUM-Malad Network
Kandivali East,8 min,43.2,,False,2699.0,400101,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:00:39.603629,1532.0,19.19405204,72.86572139,MUM-KANDIVALI EAST Network
Uthalsar,7 min,29.2,,False,2699.0,400602,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:00:59.207016,1912.0,19.19841478,72.97405999,MUM-Naupada
Panch Pakadi,6 min,43.2,,False,2699.0,400606,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:01:15.975515,1532.0,19.20052626,72.96042612,MUM-Waghle Estate Network
Majiwada,6 min,29.2,,False,2699.0,400609,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:01:46.137443,1912.0,19.21659162,72.9757421,MUM-KOTHARI COMPOUND Network 1
R/C Ward,6 min,40.3,,False,2699.0,400066,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:02:05.241232,1611.0,19.22356982,72.85172035,MUM-Borivali West
Shivai Nagar,,43.2,,False,2699.0,200014,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:02:25.041676,1532.0,19.219176,72.954332,MUM-Shivai Nagar
R/C Ward,9 min,33.6,,False,2699.0,400091,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:02:44.156958,1792.0,19.24075,72.8359167,MUM-MHB Colony
Kokanipada,,43.2,,False,2699.0,400610,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:03:05.499210,1532.0,19.2367013,72.96898783,MUM-KOTHARI COMPOUND NEW
Dahisar East,7 min,43.2,,False,2699.0,400068,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:03:23.597662,1532.0,19.2404431,72.8670403,MUM-Ashok Van
Anand Nagar,5 min,43.2,,False,2699.0,400615,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:03:44.662479,1532.0,19.26571464,72.967804,MUM-KASARVADAVALI
Kashimira,17 min,43.2,,False,2699.0,401104,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:04:04.031635,1532.0,19.270811,72.88152621,MUM-Mahajan Wadi
Kashimira,23 min,43.2,,False,2699.0,401107,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:04:22.548089,1532.0,19.28087099,72.87677473,MUM-MIRA ROAD NEW
Bhayander East,11 min,43.2,,False,2699.0,401105,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:04:42.567129,1532.0,19.29990081,72.85527356,MUM-Bhayandar New
Ghansoli,8 min,43.2,,False,2699.0,400701,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:04:59.850906,1532.0,19.11838541,72.99761508,MUM-KOPARKHAIRNE
Vashi,7 min,43.2,,False,2699.0,400703,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:05:20.082475,1532.0,19.08575657,72.99873719,MUM-Vashi New
Airoli,7 min,43.2,,False,2699.0,400708,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:05:38.444320,1532.0,19.16459083,72.99547915,MUM-Airoli
Shill Phata,,43.2,,False,2699.0,400612,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:05:58.086937,1532.0,19.1499223,73.0439121,MUM-Shilphata
Jambli Naka,12 min,29.2,,False,2699.0,400603,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:06:16.879028,1912.0,19.20067835,73.00029164,MUM-Kalwa
Kapur Bawadi,14 min,43.2,,False,2699.0,400608,Bigmuscles Nutrition Nitric Whey Unflavoured,2026-05-12T14:06:34.534809,1532.0,19.220213,72.986282,MUM-MAJIWADA
Dongri,,,No suggestions for pin 200008,,,200008,,2026-05-12T14:06:53.294709,,18.963986,72.840103,MUM-Parel Network 2
Charkop,,,No suggestions for pin 900092,,,900092,,2026-05-12T14:07:05.044611,,19.20992428,72.82369507,MUM-Charkop
