store_name,store_lat,store_lng,pincode,area,product_name,mrp,selling_price,discount_pct,in_stock,delivery_eta,scanned_at,error
GGN-Sector 95,28.410694,76.90725,122505,Sector 92,,,,,,,2026-05-10T19:15:27.826981,No suggestions for pin 122505
GGN-Sector 86,28.394882,76.933179,122050,Sector 87,,,,,,,2026-05-10T19:16:10.156791,No suggestions for pin 122050
GGN-Sector 70 A,28.38621,77.02198,122015,Sector 70A,,,,,,,2026-05-10T19:16:52.539387,No suggestions for pin 122015
